customer_id,age,gender,region,segment,acquisition_channel,join_year,loyalty_points,email_opt_in
C01514,34,Male,Midwest,Regular,Organic Search,2023,33,True
C01515,43,Male,Southwest,Champion,Direct,2024,475,True
C01516,35,Non-binary/Other,South,Occasional,Referral,2022,25,True
C01517,30,Male,Southwest,Occasional,Display Ad,2024,241,False
C01518,31,Male,South,Occasional,Direct,2021,134,True
C01519,40,Male,West,Occasional,Direct,2024,12,True
C01520,29,Male,South,Loyal,Organic Search,2021,432,True
C01521,26,Male,South,New,Organic Search,2023,10,False
C01522,29,Female,Southwest,New,Direct,2022,118,False
C01523,24,Female,Southwest,New,Email,2024,50,False
C01524,18,Male,Southwest,Regular,Email,2023,72,True
C01525,47,Male,West,New,Display Ad,2022,11,True
C01526,46,Female,Northeast,Regular,Social Media,2022,4,True
C01527,44,Male,South,Champion,Paid Search,2023,343,True
C01528,31,Female,Southwest,Regular,Paid Search,2024,168,False
C01529,53,Male,Northeast,Champion,Organic Search,2023,19,True
C01530,36,Female,West,Loyal,Email,2021,18,True
C01531,40,Male,Midwest,Regular,Organic Search,2024,58,True
C01532,39,Female,West,Loyal,Social Media,2024,148,True
C01533,25,Non-binary/Other,Midwest,New,Referral,2022,10,True
C01534,34,Male,West,Loyal,Organic Search,2023,627,False
C01535,21,Female,West,Regular,Email,2023,386,True
C01536,46,Male,Midwest,Occasional,Paid Search,2024,11,True
C01537,18,Non-binary/Other,Southwest,New,Social Media,2024,13,True
C01538,23,Male,Northeast,Regular,Email,2024,22,True
C01539,40,Female,South,Regular,Email,2022,192,True
C01540,31,Male,Midwest,Loyal,Referral,2021,807,False
C01541,30,Female,Midwest,Loyal,Direct,2023,94,True
C01542,35,Female,South,Regular,Email,2024,2,False
C01543,39,Non-binary/Other,Northeast,Champion,Display Ad,2023,780,True
C01544,39,Male,West,Regular,Direct,2023,140,True
C01545,33,Female,Southwest,Occasional,Paid Search,2023,96,True
C01546,32,Female,Northeast,Occasional,Organic Search,2023,22,True
C01547,32,Female,Northeast,Loyal,Direct,2021,318,True
C01548,34,Non-binary/Other,West,Loyal,Referral,2024,517,True
C01549,26,Male,Southwest,Occasional,Social Media,2023,52,True
C01550,37,Female,Southwest,Loyal,Direct,2023,50,True
C01551,38,Female,South,Champion,Email,2022,1076,True
C01552,26,Male,Northeast,New,Display Ad,2021,147,False
C01553,33,Male,Midwest,New,Social Media,2021,108,False
C01554,31,Male,Southwest,Regular,Email,2022,58,True
C01555,36,Male,Northeast,Loyal,Email,2022,875,True
C01556,31,Female,Midwest,New,Direct,2023,1,True
C01557,34,Female,Midwest,Loyal,Email,2021,1718,False
C01558,39,Female,Northeast,Occasional,Display Ad,2022,43,True
C01559,38,Male,South,Occasional,Social Media,2024,45,True
C01560,18,Female,Northeast,New,Direct,2023,13,True
C01561,23,Female,West,Regular,Display Ad,2024,1,True
C01562,19,Female,Midwest,Regular,Referral,2024,5,True
C01563,47,Male,West,Loyal,Display Ad,2021,1173,True
C01564,45,Female,Midwest,Loyal,Paid Search,2021,1036,True
C01565,31,Male,Midwest,New,Display Ad,2024,131,True
C01566,30,Male,South,Occasional,Referral,2023,29,True
C01567,34,Female,Northeast,Occasional,Email,2024,152,True
C01568,40,Male,South,New,Social Media,2023,1,True
C01569,31,Female,Midwest,Regular,Email,2023,110,True
C01570,35,Male,Midwest,Loyal,Referral,2022,787,True
C01571,34,Non-binary/Other,West,Regular,Referral,2022,49,True
C01572,33,Male,Northeast,New,Email,2024,16,True
C01573,31,Male,Midwest,New,Paid Search,2023,131,True
C01574,39,Male,Southwest,New,Organic Search,2022,80,False
C01575,36,Male,West,Occasional,Email,2022,4,True
C01576,31,Male,Midwest,New,Social Media,2021,92,True
C01577,41,Female,Northeast,Loyal,Display Ad,2024,613,False
C01578,27,Female,Midwest,New,Referral,2022,145,False
C01579,25,Female,Northeast,New,Referral,2022,69,True
C01580,30,Female,West,New,Paid Search,2023,21,False
C01581,41,Female,Northeast,Loyal,Paid Search,2021,744,True
C01582,41,Non-binary/Other,West,Occasional,Organic Search,2022,23,True
C01583,35,Male,Midwest,Occasional,Display Ad,2023,122,False
C01584,28,Female,Northeast,Regular,Referral,2022,33,True
C01585,40,Male,West,Loyal,Paid Search,2022,101,True
C01586,44,Female,Northeast,Occasional,Direct,2023,176,True
C01587,33,Female,Northeast,Occasional,Organic Search,2023,45,True
C01588,24,Female,Northeast,New,Email,2024,47,False
C01589,36,Female,Southwest,New,Direct,2022,115,True
C01590,18,Female,South,New,Email,2024,101,True
C01591,44,Male,Midwest,Regular,Display Ad,2023,90,True
C01592,32,Female,West,Occasional,Referral,2022,32,True
C01593,18,Male,Southwest,Occasional,Organic Search,2024,15,True
C01594,26,Female,Southwest,New,Organic Search,2021,114,True
C01595,43,Female,West,Champion,Display Ad,2021,479,True
C01596,32,Male,Southwest,Loyal,Direct,2023,3,True
C01597,36,Non-binary/Other,West,Occasional,Direct,2022,22,True
C01598,35,Male,Midwest,Regular,Paid Search,2022,125,True
C01599,37,Male,West,Regular,Display Ad,2024,73,True
C01600,29,Non-binary/Other,Northeast,Occasional,Email,2023,43,True
C01601,28,Male,South,Regular,Paid Search,2021,42,False
C01602,39,Female,West,Occasional,Social Media,2022,73,True
C01603,32,Female,Northeast,Occasional,Paid Search,2022,175,True
C01604,36,Male,Midwest,Occasional,Display Ad,2023,34,True
C01605,31,Male,Midwest,Regular,Organic Search,2022,270,False
C01606,18,Male,South,New,Display Ad,2023,194,True
C01607,34,Male,Midwest,Regular,Display Ad,2021,17,False
C01608,34,Female,South,Occasional,Paid Search,2024,133,True
C01609,45,Male,Northeast,Loyal,Paid Search,2022,833,False
C01610,31,Female,West,New,Email,2023,80,True
C01611,37,Male,South,Regular,Direct,2022,151,False
C01612,32,Female,Midwest,Regular,Referral,2022,159,True
C01613,33,Male,Northeast,Regular,Organic Search,2023,138,False
C01614,31,Non-binary/Other,West,Regular,Organic Search,2023,107,True
C01615,44,Male,Southwest,Occasional,Organic Search,2021,60,True
C01616,32,Male,South,New,Paid Search,2024,19,False
C01617,47,Non-binary/Other,Midwest,Champion,Organic Search,2022,53,True
C01618,37,Male,West,Regular,Direct,2023,45,True
C01619,39,Female,Midwest,Occasional,Referral,2023,83,False
C01620,32,Female,Northeast,New,Display Ad,2024,52,True
C01621,33,Female,West,New,Display Ad,2023,10,True
C01622,27,Female,Midwest,Occasional,Email,2024,167,False
C01623,23,Male,Midwest,New,Referral,2021,27,True
C01624,42,Female,Midwest,Regular,Referral,2024,34,True
C01625,23,Female,West,Regular,Social Media,2022,63,True
C01626,30,Male,Midwest,Occasional,Display Ad,2021,153,True
C01627,21,Male,West,New,Direct,2022,125,False
C01628,33,Male,Northeast,New,Paid Search,2022,28,True
C01629,52,Male,Southwest,Loyal,Display Ad,2022,611,False
C01630,28,Male,South,New,Paid Search,2023,31,False
C01631,39,Female,Midwest,New,Direct,2022,44,True
C01632,28,Female,Southwest,New,Email,2024,1,True
C01633,23,Male,Southwest,New,Email,2023,69,True
C01634,30,Male,South,Regular,Direct,2022,76,True
C01635,38,Female,Northeast,New,Display Ad,2022,53,True
C01636,24,Female,Midwest,New,Social Media,2023,69,False
C01637,22,Female,South,New,Email,2022,87,False
C01638,39,Male,West,New,Social Media,2024,133,True
C01639,18,Female,South,New,Paid Search,2021,8,False
C01640,46,Female,South,Loyal,Social Media,2023,152,True
C01641,35,Female,Southwest,Regular,Display Ad,2024,44,True
C01642,28,Male,Northeast,New,Organic Search,2023,25,True
C01643,41,Female,West,Occasional,Email,2023,160,False
C01644,24,Male,West,New,Email,2021,192,True
C01645,39,Female,South,New,Email,2024,29,True
C01646,38,Female,South,Occasional,Paid Search,2024,2,True
C01647,24,Female,Southwest,Occasional,Organic Search,2023,67,False
C01648,33,Male,Southwest,New,Display Ad,2022,92,True
C01649,30,Male,Southwest,New,Organic Search,2021,227,False
C01650,46,Female,Northeast,Loyal,Paid Search,2024,154,True
C01651,29,Female,West,Regular,Direct,2022,31,True
C01652,43,Female,Southwest,New,Email,2021,32,False
C01653,34,Female,Southwest,New,Referral,2022,58,False
C01654,41,Female,Northeast,Regular,Email,2022,71,False
C01655,36,Male,Northeast,Occasional,Paid Search,2023,26,False
C01656,34,Male,Midwest,New,Social Media,2023,167,True
C01657,22,Male,Midwest,Loyal,Display Ad,2022,399,True
C01658,24,Female,Midwest,New,Email,2021,65,True
C01659,40,Female,Midwest,Loyal,Organic Search,2024,421,True
C01660,32,Female,Midwest,New,Organic Search,2022,23,True
C01661,33,Female,Southwest,New,Organic Search,2023,16,False
C01662,29,Female,Northeast,New,Organic Search,2021,9,False
C01663,43,Female,Midwest,Loyal,Direct,2023,119,True
C01664,34,Male,Southwest,New,Email,2023,25,False
C01665,20,Female,South,New,Direct,2024,137,True
C01666,24,Female,Southwest,New,Paid Search,2022,10,True
C01667,27,Female,South,New,Social Media,2023,93,True
C01668,39,Female,West,Champion,Direct,2022,1522,False
C01669,26,Male,Southwest,Occasional,Referral,2023,4,False
C01670,52,Male,South,Loyal,Referral,2022,693,True
C01671,29,Male,Northeast,New,Organic Search,2024,17,True
C01672,18,Male,Northeast,Regular,Organic Search,2022,553,True
C01673,31,Female,South,New,Referral,2021,78,True
C01674,45,Female,South,Regular,Social Media,2022,49,True
C01675,29,Male,Midwest,New,Email,2024,58,True
C01676,43,Female,South,Occasional,Referral,2024,50,True
C01677,32,Female,Northeast,Occasional,Direct,2022,104,True
C01678,42,Male,West,Loyal,Organic Search,2022,93,False
C01679,39,Male,Northeast,Occasional,Paid Search,2023,161,False
C01680,41,Male,West,Champion,Display Ad,2021,695,True
C01681,18,Female,South,New,Paid Search,2023,44,False
C01682,43,Male,Midwest,Occasional,Organic Search,2022,159,True
C01683,39,Female,Northeast,Regular,Organic Search,2024,444,True
C01684,42,Male,South,Loyal,Social Media,2023,28,True
C01685,35,Male,Northeast,Loyal,Referral,2024,290,True
C01686,23,Male,Northeast,Regular,Paid Search,2024,6,True
C01687,27,Female,West,Occasional,Display Ad,2023,127,True
C01688,29,Female,Midwest,New,Email,2021,68,True
C01689,30,Male,West,Regular,Paid Search,2021,67,True
C01690,18,Male,Southwest,Occasional,Paid Search,2024,83,True
C01691,38,Female,West,Regular,Referral,2024,162,True
C01692,35,Male,Southwest,Regular,Organic Search,2023,4,True
C01693,50,Male,Midwest,Champion,Organic Search,2021,62,True
C01694,36,Female,South,Loyal,Organic Search,2023,241,False
C01695,32,Non-binary/Other,Midwest,Regular,Social Media,2021,235,True
C01696,35,Non-binary/Other,South,New,Organic Search,2023,14,True
C01697,45,Non-binary/Other,West,Regular,Referral,2022,150,True
C01698,38,Female,Midwest,Occasional,Paid Search,2024,245,True
C01699,27,Male,West,Occasional,Referral,2022,28,True
C01700,23,Male,Midwest,New,Display Ad,2023,140,True
C01701,50,Female,Midwest,Regular,Referral,2022,13,False
C01702,27,Male,South,Regular,Email,2022,97,True
C01703,18,Male,West,New,Paid Search,2022,21,False
C01704,41,Female,Southwest,New,Organic Search,2022,60,False
C01705,38,Male,South,Champion,Referral,2024,146,True
C01706,23,Female,Southwest,New,Social Media,2024,35,True
C01707,22,Non-binary/Other,South,Regular,Email,2022,132,True
C01708,40,Non-binary/Other,Southwest,Regular,Social Media,2022,34,True
C01709,33,Female,South,Loyal,Social Media,2023,1745,True
C01710,38,Male,West,New,Paid Search,2023,59,True
C01711,29,Female,West,Occasional,Referral,2021,1,True
C01712,35,Male,Midwest,Regular,Referral,2023,2,True
C01713,26,Male,Southwest,Regular,Organic Search,2024,33,False
C01714,45,Female,Midwest,Regular,Organic Search,2023,37,True
C01715,36,Male,Midwest,Champion,Social Media,2022,98,True
C01716,45,Female,South,Loyal,Paid Search,2021,392,False
C01717,43,Female,Southwest,Occasional,Organic Search,2023,19,False
C01718,51,Male,Northeast,Regular,Referral,2022,7,True
C01719,28,Male,South,New,Email,2024,247,False
C01720,27,Male,Northeast,Loyal,Direct,2022,408,False
C01721,23,Male,West,Champion,Email,2022,405,False
C01722,32,Female,South,Occasional,Display Ad,2024,187,True
C01723,31,Female,South,New,Email,2021,17,False
C01724,43,Male,Midwest,Regular,Paid Search,2023,163,True
C01725,36,Male,Northeast,Occasional,Referral,2022,73,True
C01726,21,Male,West,Regular,Organic Search,2022,94,False
C01727,38,Female,Southwest,Champion,Social Media,2021,286,True
C01728,26,Female,South,New,Display Ad,2022,163,False
C01729,27,Male,South,Loyal,Social Media,2022,10,False
C01730,38,Male,West,Champion,Display Ad,2024,459,True
C01731,47,Female,South,Occasional,Direct,2022,5,True
C01732,31,Non-binary/Other,Southwest,New,Display Ad,2023,27,True
C01733,33,Male,Southwest,Occasional,Organic Search,2021,38,False
C01734,24,Female,West,Occasional,Direct,2023,21,True
C01735,33,Male,Northeast,Regular,Direct,2021,16,True
C01736,21,Male,West,Occasional,Direct,2021,105,True
C01737,32,Male,South,New,Social Media,2022,28,True
C01738,42,Male,Midwest,Champion,Organic Search,2022,101,False
C01739,32,Male,West,Champion,Email,2022,416,True
C01740,25,Male,Midwest,Occasional,Referral,2022,185,True
C01741,29,Male,Midwest,Loyal,Email,2022,191,True
C01742,21,Female,Southwest,New,Display Ad,2024,153,True
C01743,21,Female,Midwest,New,Referral,2023,80,False
C01744,45,Female,South,New,Email,2022,35,False
C01745,46,Male,West,Loyal,Email,2023,28,True
C01746,42,Male,Midwest,Occasional,Email,2023,354,True
C01747,18,Female,Northeast,Occasional,Social Media,2022,146,True
C01748,26,Male,Southwest,New,Paid Search,2021,103,True
C01749,19,Female,South,Regular,Email,2022,100,True
C01750,36,Male,West,Loyal,Paid Search,2021,57,False
C01751,18,Male,Midwest,New,Referral,2024,154,True
C01752,35,Female,Southwest,Occasional,Paid Search,2023,68,False
C01753,31,Male,Midwest,New,Display Ad,2024,97,True
C01754,42,Female,South,Occasional,Direct,2022,5,False
C01755,22,Male,Midwest,Occasional,Email,2022,59,True
C01756,36,Male,West,Champion,Direct,2022,105,False
C01757,39,Non-binary/Other,South,Regular,Organic Search,2021,381,True
C01758,30,Male,Southwest,Regular,Paid Search,2022,24,True
C01759,40,Male,South,Regular,Paid Search,2021,22,True
C01760,26,Female,Midwest,New,Paid Search,2023,212,True
C01761,35,Male,West,Occasional,Display Ad,2022,10,False
C01762,38,Male,South,Champion,Paid Search,2024,69,False
C01763,36,Female,Northeast,Regular,Referral,2022,197,True
C01764,33,Female,Southwest,Occasional,Organic Search,2022,37,False
C01765,35,Male,West,Loyal,Organic Search,2024,123,True
C01766,19,Female,South,Regular,Paid Search,2023,34,True
C01767,43,Male,Southwest,Loyal,Social Media,2022,47,True
C01768,23,Female,Midwest,New,Email,2022,41,True
C01769,32,Male,South,New,Display Ad,2024,216,True
C01770,31,Male,South,Occasional,Paid Search,2023,277,True
C01771,25,Male,West,New,Email,2023,230,True
C01772,24,Male,Northeast,New,Referral,2022,4,True
C01773,35,Male,Southwest,New,Referral,2022,67,True
C01774,50,Female,Southwest,Loyal,Display Ad,2022,433,True
C01775,29,Non-binary/Other,Northeast,Occasional,Email,2023,60,False
C01776,46,Male,West,Champion,Organic Search,2022,177,False
C01777,18,Male,Northeast,Regular,Display Ad,2023,43,True
C01778,18,Female,Northeast,New,Email,2024,68,True
C01779,33,Male,South,New,Email,2021,82,True
C01780,26,Female,Northeast,Regular,Direct,2023,0,True
C01781,34,Male,South,Regular,Display Ad,2022,118,True
C01782,36,Female,South,Regular,Email,2023,46,True
C01783,36,Male,West,Loyal,Paid Search,2021,1792,True
C01784,33,Male,Midwest,Occasional,Paid Search,2024,226,False
C01785,49,Female,Southwest,Loyal,Display Ad,2022,333,False
C01786,32,Non-binary/Other,Midwest,Occasional,Paid Search,2022,7,False
C01787,24,Female,West,New,Social Media,2024,55,True
C01788,25,Male,West,New,Display Ad,2023,127,True
C01789,25,Male,South,New,Social Media,2022,189,False
C01790,30,Female,Southwest,New,Referral,2021,14,True
C01791,37,Male,West,Occasional,Direct,2023,65,True
C01792,20,Male,South,New,Display Ad,2021,43,True
C01793,37,Female,Midwest,Regular,Referral,2023,394,True
C01794,46,Male,Midwest,Regular,Social Media,2022,115,True
C01795,27,Female,Southwest,New,Organic Search,2024,12,True
C01796,20,Female,Southwest,New,Email,2024,16,True
C01797,43,Female,West,Loyal,Email,2024,781,True
C01798,45,Male,Midwest,Champion,Referral,2021,152,True
C01799,36,Male,Northeast,Regular,Organic Search,2023,79,False
C01800,35,Non-binary/Other,Northeast,Loyal,Referral,2024,1196,False
C01801,49,Male,Southwest,Loyal,Social Media,2021,375,True
C01802,36,Male,West,Loyal,Display Ad,2023,146,True
C01803,25,Male,Southwest,Occasional,Email,2022,19,True
C01804,34,Male,Northeast,Occasional,Display Ad,2021,0,False
C01805,47,Male,South,Occasional,Organic Search,2022,112,True
C01806,33,Non-binary/Other,Midwest,New,Display Ad,2024,44,True
C01807,48,Male,South,Regular,Paid Search,2021,42,True
C01808,18,Male,Midwest,New,Referral,2022,57,False
C01809,28,Male,South,Regular,Email,2023,3,True
C01810,25,Female,South,Regular,Direct,2023,5,True
C01811,34,Female,Northeast,Occasional,Display Ad,2023,8,True
C01812,39,Male,Midwest,Loyal,Email,2023,574,False
C01813,41,Female,South,Loyal,Paid Search,2023,1649,True
C01814,26,Female,Southwest,New,Direct,2024,58,True
C01815,45,Female,Northeast,Champion,Organic Search,2021,320,False
C01816,34,Female,South,Loyal,Paid Search,2023,141,True
C01817,20,Male,West,Regular,Display Ad,2024,165,True
C01818,44,Female,Southwest,Regular,Social Media,2022,22,False
C01819,42,Non-binary/Other,Midwest,Occasional,Display Ad,2021,16,False
C01820,41,Male,Southwest,Regular,Organic Search,2021,199,False
C01821,32,Female,Midwest,Occasional,Email,2022,117,False
C01822,22,Female,Southwest,Champion,Paid Search,2024,114,True
C01823,36,Female,West,Regular,Direct,2022,0,True
C01824,29,Male,Midwest,New,Display Ad,2024,38,True
C01825,29,Male,South,New,Email,2022,197,True
C01826,26,Male,South,Occasional,Social Media,2023,84,True
C01827,36,Female,South,Loyal,Paid Search,2023,889,False
C01828,33,Male,West,New,Display Ad,2023,230,True
C01829,43,Male,South,Champion,Referral,2022,440,True
C01830,32,Male,West,Regular,Paid Search,2021,43,False
C01831,41,Male,South,Loyal,Referral,2023,371,True
C01832,18,Female,South,New,Organic Search,2022,16,True
C01833,40,Male,Southwest,New,Referral,2023,54,False
C01834,23,Female,Midwest,Occasional,Email,2024,57,True
C01835,43,Female,Northeast,Regular,Display Ad,2022,34,False
C01836,23,Female,South,New,Email,2023,31,True
C01837,23,Female,Northeast,New,Direct,2023,1,True
C01838,36,Male,Northeast,Champion,Referral,2022,635,True
C01839,46,Female,Northeast,Champion,Email,2023,180,False
C01840,30,Male,South,New,Social Media,2023,9,False
C01841,36,Male,Midwest,Regular,Direct,2022,50,True
C01842,18,Male,Northeast,New,Display Ad,2021,310,True
C01843,31,Female,West,Occasional,Paid Search,2023,97,True
C01844,19,Female,Northeast,Occasional,Social Media,2021,34,True
C01845,41,Female,Southwest,Occasional,Display Ad,2023,12,True
C01846,18,Male,West,Regular,Display Ad,2024,113,False
C01847,46,Male,Southwest,Loyal,Paid Search,2021,574,False
C01848,34,Male,Southwest,Occasional,Direct,2024,10,False
C01849,34,Female,West,Loyal,Display Ad,2023,49,True
C01850,35,Female,Northeast,Loyal,Social Media,2022,132,False
C01851,18,Male,Northeast,Loyal,Organic Search,2023,479,True
C01852,29,Male,Northeast,Occasional,Referral,2022,303,True
C01853,25,Female,Midwest,Occasional,Social Media,2022,3,False
C01854,30,Male,South,Loyal,Social Media,2023,495,False
C01855,44,Female,West,Regular,Social Media,2024,58,True
C01856,25,Male,West,New,Display Ad,2021,18,False
C01857,41,Female,Northeast,Champion,Referral,2022,284,False
C01858,18,Female,Midwest,New,Organic Search,2021,44,False
C01859,36,Male,Northeast,Occasional,Paid Search,2022,13,True
C01860,32,Female,Northeast,Occasional,Organic Search,2024,104,True
C01861,41,Male,West,Champion,Organic Search,2022,589,True
C01862,18,Male,West,Occasional,Email,2023,239,True
C01863,40,Male,Southwest,New,Display Ad,2023,97,False
C01864,31,Male,West,New,Referral,2022,6,True
C01865,40,Male,West,Occasional,Referral,2021,45,True
C01866,37,Female,Midwest,Occasional,Display Ad,2024,21,True
C01867,25,Female,Northeast,Occasional,Social Media,2023,4,False
C01868,43,Male,Midwest,New,Direct,2021,69,False
C01869,23,Male,South,Loyal,Paid Search,2022,70,True
C01870,18,Non-binary/Other,West,New,Email,2022,37,True
C01871,29,Non-binary/Other,Midwest,Occasional,Email,2024,102,True
C01872,35,Female,South,Loyal,Social Media,2023,49,True
C01873,47,Non-binary/Other,South,Champion,Organic Search,2024,538,False
C01874,25,Non-binary/Other,South,New,Display Ad,2023,261,False
C01875,46,Female,Southwest,Loyal,Paid Search,2023,768,True
C01876,38,Female,Southwest,Occasional,Display Ad,2022,33,True
C01877,39,Female,Northeast,Champion,Display Ad,2023,5,False
C01878,31,Female,Northeast,New,Display Ad,2021,4,True
C01879,28,Female,Northeast,Occasional,Referral,2021,46,True
C01880,38,Male,Southwest,Loyal,Social Media,2023,393,True
C01881,45,Male,Midwest,Loyal,Referral,2021,501,True
C01882,44,Female,Southwest,New,Paid Search,2022,182,True
C01883,36,Male,Midwest,Loyal,Social Media,2023,207,True
C01884,37,Female,Southwest,Occasional,Referral,2021,40,False
C01885,36,Male,South,Occasional,Display Ad,2024,157,True
C01886,32,Female,Midwest,Occasional,Direct,2023,731,True
C01887,30,Female,West,New,Social Media,2023,401,True
C01888,40,Female,Midwest,Loyal,Paid Search,2022,1813,True
C01889,28,Male,South,New,Direct,2021,41,True
C01890,31,Male,Northeast,Loyal,Referral,2022,123,True
C01891,46,Male,Midwest,Regular,Direct,2022,4,True
C01892,23,Female,South,New,Organic Search,2023,79,False
C01893,33,Male,West,Regular,Social Media,2022,50,False
C01894,29,Female,South,Occasional,Email,2023,18,True
C01895,18,Male,Northeast,Occasional,Direct,2024,323,True
C01896,22,Male,Midwest,Occasional,Organic Search,2023,21,False
C01897,39,Male,Midwest,Occasional,Social Media,2022,59,True
C01898,21,Male,West,Regular,Paid Search,2023,114,False
C01899,27,Female,West,New,Direct,2023,151,False
C01900,18,Male,Midwest,Regular,Email,2022,91,True
C01901,42,Female,Northeast,Occasional,Referral,2024,12,True
C01902,23,Male,South,New,Display Ad,2021,43,False
C01903,25,Non-binary/Other,Midwest,Occasional,Display Ad,2023,64,True
C01904,39,Non-binary/Other,Southwest,Loyal,Referral,2024,54,True
C01905,41,Non-binary/Other,Midwest,Loyal,Referral,2022,332,False
C01906,18,Male,Midwest,New,Email,2022,5,False
C01907,45,Male,Midwest,Occasional,Organic Search,2021,4,False
C01908,34,Male,Northeast,New,Display Ad,2023,16,True
C01909,30,Female,West,Regular,Direct,2022,117,False
C01910,28,Male,Southwest,Regular,Display Ad,2023,76,False
C01911,33,Female,Southwest,Occasional,Direct,2022,2,True
C01912,20,Male,West,Occasional,Organic Search,2023,345,True
C01913,22,Female,South,Occasional,Display Ad,2022,17,False
C01914,25,Male,Midwest,New,Direct,2023,16,False
C01915,32,Female,Midwest,Occasional,Referral,2021,215,True
C01916,36,Female,South,New,Referral,2023,16,False
C01917,30,Male,Midwest,Regular,Referral,2021,82,False
C01918,20,Female,Southwest,New,Organic Search,2023,56,True
C01919,27,Male,Midwest,Occasional,Referral,2023,46,True
C01920,40,Male,Southwest,Champion,Paid Search,2023,232,True
C01921,21,Female,Midwest,New,Direct,2021,9,False
C01922,38,Male,Southwest,Regular,Display Ad,2022,16,True
C01923,41,Male,South,Occasional,Display Ad,2024,48,True
C01924,18,Male,West,New,Email,2024,28,True
C01925,32,Male,West,New,Organic Search,2023,3,True
C01926,37,Female,Southwest,Occasional,Paid Search,2024,5,False
C01927,50,Female,Northeast,Loyal,Paid Search,2024,8,True
C01928,18,Non-binary/Other,West,Loyal,Organic Search,2024,433,True
C01929,40,Female,South,Loyal,Organic Search,2021,225,True
C01930,48,Female,South,Regular,Organic Search,2022,16,True
C01931,35,Female,Southwest,Regular,Referral,2022,282,True
C01932,25,Male,Southwest,Occasional,Display Ad,2023,188,True
C01933,34,Female,Southwest,Regular,Referral,2024,138,True
C01934,19,Female,West,Occasional,Direct,2023,214,True
C01935,30,Female,Midwest,Regular,Social Media,2023,15,True
C01936,18,Male,Southwest,New,Paid Search,2022,91,False
C01937,35,Female,Midwest,Occasional,Direct,2021,17,True
C01938,27,Female,West,Loyal,Email,2023,923,True
C01939,37,Male,Midwest,Regular,Organic Search,2023,42,True
C01940,26,Male,West,Occasional,Email,2022,107,False
C01941,30,Female,Midwest,Regular,Display Ad,2023,7,False
C01942,32,Male,Southwest,New,Email,2022,52,False
C01943,19,Female,Northeast,New,Email,2023,5,True
C01944,18,Male,Midwest,New,Organic Search,2023,56,True
C01945,30,Female,Midwest,New,Email,2023,10,False
C01946,18,Female,Southwest,Occasional,Display Ad,2023,61,True
C01947,27,Male,Southwest,New,Organic Search,2021,191,True
C01948,46,Female,Northeast,Champion,Direct,2023,581,True
C01949,46,Male,West,New,Email,2022,122,True
C01950,36,Female,South,Regular,Referral,2023,74,True
C01951,35,Male,Southwest,Occasional,Referral,2021,45,True
C01952,34,Non-binary/Other,West,Occasional,Direct,2023,104,True
C01953,45,Male,Southwest,Loyal,Referral,2022,2326,True
C01954,38,Female,Southwest,Regular,Display Ad,2023,65,True
C01955,20,Non-binary/Other,South,Occasional,Paid Search,2023,4,True
C01956,29,Female,Southwest,New,Email,2023,6,True
C01957,31,Male,West,New,Social Media,2023,15,False
C01958,19,Female,South,Occasional,Organic Search,2024,98,True
C01959,41,Female,Northeast,Regular,Organic Search,2021,29,True
C01960,27,Female,Southwest,Occasional,Social Media,2022,3,False
C01961,31,Female,South,Regular,Social Media,2023,61,True
C01962,37,Female,Southwest,New,Organic Search,2023,12,True
C01963,40,Male,South,Occasional,Email,2023,15,True
C01964,31,Male,Midwest,Occasional,Organic Search,2024,9,True
C01965,39,Female,West,Regular,Organic Search,2023,36,True
C01966,27,Female,Midwest,Occasional,Referral,2021,26,True
C01967,46,Female,Midwest,Loyal,Email,2023,823,True
C01968,36,Male,South,Regular,Referral,2022,48,True
C01969,19,Female,South,Regular,Display Ad,2023,4,True
C01970,34,Female,Midwest,Regular,Email,2024,51,True
C01971,31,Male,Southwest,Occasional,Email,2023,43,False
C01972,21,Male,Midwest,New,Referral,2022,9,True
C01973,37,Male,West,Occasional,Display Ad,2024,55,False
C01974,31,Female,Southwest,Champion,Display Ad,2022,159,True
C01975,32,Non-binary/Other,Southwest,Loyal,Email,2023,717,False
C01976,41,Female,West,New,Direct,2023,18,True
C01977,39,Male,Southwest,Regular,Paid Search,2022,10,True
C01978,23,Female,West,Regular,Referral,2022,34,False
C01979,36,Male,South,Occasional,Direct,2024,59,True
C01980,32,Female,Northeast,New,Paid Search,2022,0,True
C01981,20,Non-binary/Other,Northeast,Occasional,Referral,2023,31,False
C01982,38,Female,Southwest,Loyal,Email,2024,465,True
C01983,27,Male,West,New,Organic Search,2022,425,True
C01984,29,Female,Northeast,Occasional,Social Media,2021,168,True
C01985,32,Male,Northeast,Loyal,Direct,2022,509,True
C01986,33,Non-binary/Other,Northeast,Champion,Referral,2023,214,False
C01987,41,Female,Northeast,Loyal,Paid Search,2024,1631,False
C01988,28,Female,South,Loyal,Paid Search,2024,768,False
C01989,29,Non-binary/Other,South,Regular,Display Ad,2024,13,True
C01990,34,Female,Midwest,Regular,Paid Search,2022,122,True
C01991,49,Female,Midwest,Loyal,Display Ad,2024,190,True
C01992,37,Female,Midwest,New,Email,2023,74,True
C01993,32,Female,West,Regular,Paid Search,2022,27,True
C01994,18,Female,Southwest,Occasional,Referral,2022,95,False
C01995,39,Male,Northeast,Regular,Email,2023,184,True
